Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode
1874,CA-2020-142888,21-Nov-2020,25-Nov-2020,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Spokane,Washington,West,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,173.98,1,20.5842,1,Cards
5457,CA-2020-130631,29-Dec-2020,02-Jan-2021,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Edmonds,Washington,West,OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips,282.6,5,9.604,1,Online
1115,CA-2020-140585,18-Dec-2020,23-Dec-2020,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,West,FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",363.833,1,-12.6882,1,COD
2948,CA-2020-169859,14-Dec-2020,18-Dec-2020,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",391.96,14,22.736,1,COD
7943,CA-2020-134194,25-Dec-2020,01-Jan-2021,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,Central,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,418.582,9,-59.373,1,Online
3059,CA-2020-131492,19-Oct-2020,24-Oct-2020,Second Class,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,West,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",140.56,2,10.3904,1,COD
3558,CA-2020-118542,01-Dec-2020,05-Dec-2020,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,Los Angeles,California,West,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",138.128,2,3.6714,1,Online
2243,CA-2020-103380,21-Nov-2020,25-Nov-2020,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,160.56,2,15.2712,1,Online
6543,US-2020-107888,16-Nov-2020,19-Nov-2020,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,West,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,133.88,3,10.788,1,COD
5793,CA-2020-140186,29-Sept-2020,02-Oct-2020,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,West,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",115.84,2,25.4384,1,Online
5267,CA-2020-147452,30-Sept-2020,03-Oct-2020,First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,West,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,178.94,3,82.2906,1,Cards
6103,CA-2020-100111,20-Sept-2020,26-Sept-2020,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,124.85,3,28.3095,1,Online
6095,CA-2020-100111,20-Sept-2020,26-Sept-2020,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",154.4,4,12.712,1,Online
4146,CA-2020-112725,30-Jan-2020,06-Feb-2020,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,California,West,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,145.784,1,-13.5882,1,Cards
9991,CA-2020-121258,26-Feb-2020,03-Mar-2020,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Costa Mesa,California,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,106.96,2,15.6332,1,COD
1191,CA-2020-117212,26-Feb-2020,28-Feb-2020,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,940.224,3,89.2224,1,Online
447,CA-2020-154214,20-Mar-2020,25-Mar-2020,Second Class,TB-21595,Troy Blackwell,Consumer,United States,Columbus,Indiana,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",134.91,1,1.3677,1,Cards
8154,CA-2020-140151,23-Mar-2020,25-Mar-2020,First Class,RB-19360,Raymond Buch,Consumer,United States,Seattle,Washington,West,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,3445.96,4,6719.9808,1,COD
6863,CA-2020-128965,17-Apr-2020,22-Apr-2020,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",265.352,3,-19.1058,1,Online
6862,CA-2020-128965,17-Apr-2020,22-Apr-2020,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,West,OFF-LA-10003190,Office Supplies,Labels,Avery 474,159.04,8,11.2896,1,Cards
8697,CA-2020-119284,15-Jun-2020,20-Jun-2020,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,South,TEC-PH-10001051,Technology,Phones,HTC One,249.976,3,26.9973,1,Cards
487,CA-2020-140963,10-Jun-2020,13-Jun-2020,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,West,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,318.96,5,17.4975,1,COD
2501,CA-2020-131618,17-Jun-2020,20-Jun-2020,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",110.224,2,4.4312,1,Cards
2685,CA-2020-137085,29-Jun-2020,06-Jul-2020,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Los Angeles,California,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,339.552,9,101.5794,1,Online
2866,US-2020-103828,13-Aug-2020,13-Aug-2020,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,108.52,3,15.4752,1,Online
2865,US-2020-103828,13-Aug-2020,13-Aug-2020,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,West,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,119.79,7,22.6233,1,Online
3337,US-2020-109253,21-Aug-2020,22-Aug-2020,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,West,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,153.92,4,10.3936,1,COD
3335,US-2020-109253,21-Aug-2020,22-Aug-2020,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,West,OFF-AR-10000203,Office Supplies,Art,Newell 336,107.12,4,4.9648,1,COD
6974,CA-2020-153822,19-Sept-2020,25-Sept-2020,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,West,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,99.18,4,-13.938,1,Online
9847,CA-2020-169327,02-Sept-2020,04-Sept-2020,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",179.1,5,11.206,1,Cards
1220,US-2020-118087,09-Sept-2020,13-Sept-2020,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,1981.958,7,-386.3916,1,COD
5894,CA-2020-159954,10-Sept-2020,14-Sept-2020,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Atlanta,Georgia,South,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,73.78,1,1.3622,1,COD
6101,CA-2020-100111,20-Sept-2020,26-Sept-2020,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,1344.66,2,350.9082,1,COD
6102,CA-2020-100111,20-Sept-2020,26-Sept-2020,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2284.41,5,375.735,1,COD
9325,CA-2020-121853,23-Sept-2020,29-Sept-2020,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Los Angeles,California,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,628.816,2,59.4816,1,COD
5795,CA-2020-140186,29-Sept-2020,02-Oct-2020,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,149.672,2,16.3352,1,Online
1712,CA-2020-123491,30-Oct-2020,05-Nov-2020,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,West,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1735.12,14,510.636,1,COD
3711,CA-2020-113670,15-Oct-2020,17-Oct-2020,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,California,West,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,560.24,3,6.378,1,COD
1707,CA-2020-123491,30-Oct-2020,05-Nov-2020,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,151.86,6,20.6142,1,Online
2074,CA-2020-122504,07-Nov-2020,12-Nov-2020,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,West,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,176.97,3,13.7931,1,Cards
4390,CA-2020-111556,20-Nov-2020,22-Nov-2020,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",226.968,2,-25.2956,1,Cards
4391,CA-2020-111556,20-Nov-2020,22-Nov-2020,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,East,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1289.97,3,327.5922,1,Online
6319,CA-2020-161459,25-Nov-2020,29-Nov-2020,Second Class,EB-13750,Edward Becker,Corporate,United States,Laguna Niguel,California,West,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,146.96,5,3.4965,1,Online
8872,CA-2020-101805,01-Dec-2020,06-Dec-2020,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",561.24,4,5.4124,1,COD
7956,CA-2020-131807,05-Oct-2020,10-Oct-2020,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,460.168,4,-59.8356,1,Online
2947,CA-2020-169859,14-Dec-2020,18-Dec-2020,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",375.25,3,11.025,1,COD
8953,CA-2020-150910,22-Dec-2020,28-Dec-2020,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,South,OFF-AR-10001419,Office Supplies,Art,Newell 325,274.128,7,2.891,1,Cards
7946,CA-2020-134194,25-Dec-2020,01-Jan-2021,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",399.98,5,-65.568,1,COD
8954,CA-2020-150910,22-Dec-2020,28-Dec-2020,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,South,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",338.24,5,16.291,1,Cards
7945,CA-2020-134194,25-Dec-2020,01-Jan-2021,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,Central,OFF-AR-10001615,Office Supplies,Art,Newell 34,302.744,2,2.3808,1,Online
2963,CA-2020-137428,16-Dec-2020,21-Dec-2020,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",348.568,2,9.1764,1,COD
1116,CA-2020-140585,18-Dec-2020,23-Dec-2020,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,395.98,2,57.5904,1,COD
4392,CA-2020-111556,20-Nov-2020,22-Nov-2020,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,East,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,112.97,3,19.3116,1,Online
8870,CA-2020-101805,01-Dec-2020,06-Dec-2020,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,West,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,141.92,5,5.373,1,COD
2246,CA-2020-103380,21-Nov-2020,25-Nov-2020,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",108.62,1,2.2412,1,Online
2245,CA-2020-103380,21-Nov-2020,25-Nov-2020,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,West,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,129.02,2,3.5178,1,Online
7490,CA-2020-157196,05-Nov-2020,09-Nov-2020,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,San Diego,California,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,88.96,2,6.2208,1,COD
3299,CA-2020-136308,16-Nov-2020,16-Nov-2020,Same Day,MW-18235,Mitch Willingham,Corporate,United States,San Francisco,California,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1931.976,3,215.9973,1,COD
6541,US-2020-107888,16-Nov-2020,19-Nov-2020,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,West,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,155.68,6,34.6296,1,COD
3060,CA-2020-131492,19-Oct-2020,24-Oct-2020,Second Class,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,West,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,131.368,2,-3.3506,1,COD
9849,CA-2020-169327,02-Sept-2020,04-Sept-2020,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",173.92,5,46.225,1,COD
5791,CA-2020-140186,29-Sept-2020,02-Oct-2020,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,149,7,16.8,1,Cards
6096,CA-2020-100111,20-Sept-2020,26-Sept-2020,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",122.76,2,6.3296,1,Online
6093,CA-2020-100111,20-Sept-2020,26-Sept-2020,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",142.52,9,18.1044,1,COD
1218,US-2020-118087,09-Sept-2020,13-Sept-2020,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",88.024,2,1.7024,1,COD
8045,CA-2020-165008,15-Sept-2020,17-Sept-2020,Second Class,DO-13645,Doug O'Connell,Consumer,United States,Salt Lake City,Utah,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",317.056,9,106.9578,1,COD
6973,CA-2020-153822,19-Sept-2020,25-Sept-2020,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,West,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,511.92,2,29.495,1,Cards
3619,CA-2020-141929,04-Sept-2020,08-Sept-2020,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,Los Angeles,California,West,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,139.56,1,1.7375,1,COD
4105,US-2020-155999,07-Aug-2020,13-Aug-2020,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,San Diego,California,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,195.96,5,17.9955,1,Online
3749,CA-2020-161956,27-Aug-2020,29-Aug-2020,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,337.92,4,96.576,1,Online
3754,CA-2020-161956,27-Aug-2020,29-Aug-2020,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,West,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,855.568,2,294.5488,1,COD
7939,CA-2020-166093,17-Aug-2020,24-Aug-2020,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,568.57,3,140.5482,1,COD
4527,US-2020-105046,17-Jul-2020,23-Jul-2020,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Rome,New York,East,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,119.9,5,47.952,1,Online
2091,CA-2020-166142,15-Jul-2020,19-Jul-2020,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,132.55,3,13.0095,1,Cards
8698,CA-2020-119284,15-Jun-2020,20-Jun-2020,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,South,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,104.168,4,9.3504,1,COD
4526,US-2020-105046,17-Jul-2020,23-Jul-2020,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Rome,New York,East,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,296.98,2,67.495,1,Cards
6407,CA-2020-154074,31-Aug-2020,02-Sept-2020,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",160.73,7,43.4217,1,COD
5434,CA-2020-129707,25-Apr-2020,29-Apr-2020,Standard Class,LH-16750,Larry Hughes,Consumer,United States,Chandler,Arizona,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,85.896,4,0.6672,1,Cards
5740,US-2020-147886,28-Mar-2020,31-Mar-2020,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,West,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,90.96,2,6.3504,1,Online
8153,CA-2020-140151,23-Mar-2020,25-Mar-2020,First Class,RB-19360,Raymond Buch,Consumer,United States,Seattle,Washington,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,126.04,3,9.6192,1,COD
9992,CA-2020-121258,26-Feb-2020,03-Mar-2020,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Costa Mesa,California,West,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,301.576,2,19.3932,1,Online
1193,CA-2020-117212,26-Feb-2020,28-Feb-2020,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,West,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,116.12,4,11.3288,1,COD
3146,CA-2020-131828,11-Feb-2020,13-Feb-2020,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",986.136,4,108.3528,1,Online
9346,CA-2020-109085,17-Feb-2020,20-Feb-2020,First Class,CK-12325,Christine Kargatis,Home Office,United States,Troy,Ohio,East,TEC-PH-10000526,Technology,Phones,Vtech CS6719,104.594,1,-11.5188,1,Online
6858,CA-2020-128965,17-Apr-2020,22-Apr-2020,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,West,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",130.14,3,13.5072,1,Cards
